name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price
119428.57142857143,133000.0,2019,0,0,4500.0,99399.0
50000.0,50000.0,2013,0,0,38000.0,85766.0
133000.0,133000.0,2019,0,0,9000.0,72752.5
101100.0,60000.0,2006,0,0,40000.0,72752.5
133000.0,133000.0,2017,0,0,25000.0,99399.0
19152.941176470587,28000.0,2008,0,0,70889.0,72752.5
131500.0,133000.0,2015,0,1,13125.0,99399.0
40700.0,42000.0,2014,0,1,19600.0,85011.0
23250.0,16000.0,2011,0,0,40000.0,58314.0
43333.333333333336,40000.0,2015,0,0,19055.0,52271.0
40700.0,38000.0,2012,0,1,57000.0,85011.0
70833.33333333333,85000.0,2017,0,0,13000.0,99399.0
31857.14285714286,28000.0,2013,0,0,28087.0,63537.0
113750.0,133000.0,2018,0,0,24000.0,72752.5
101100.0,120000.0,2016,0,0,24600.0,72752.5
51666.666666666664,37000.0,2010,0,0,27500.0,99399.0
133000.0,133000.0,2015,0,0,45000.0,99399.0
15000.0,10000.0,2000,0,0,61000.0,72752.5
20000.0,20000.0,2013,0,0,7000.0,47343.0
55021.28571428572,83299.0,2019,0,0,6400.0,72752.5
65000.0,65000.0,2018,0,0,3500.0,89643.0
55666.666666666664,50000.0,2018,0,0,14000.0,59422.0
45000.0,65000.0,2013,0,0,6409.0,72752.5
47500.0,45000.0,2012,0,2,44000.0,72752.5
68740.27272727272,60000.0,2017,0,0,16500.0,92210.0
107000.0,110000.0,2015,0,0,36000.0,72752.5
20766.666666666668,14700.0,2005,0,1,30000.0,72752.5
57333.333333333336,38000.0,2015,0,0,15000.0,63180.0
46111.11111111111,70000.0,2018,0,0,14500.0,72752.5
32250.0,35000.0,2018,0,0,26600.0,72752.5
27142.85714285714,19000.0,2012,0,0,32000.0,72752.5
130000.0,130000.0,2019,0,0,3500.0,72752.5
71000.0,50000.0,2013,1,0,58203.0,72752.5
29136.363636363636,18000.0,2005,0,0,21885.0,72752.5
86500.0,87000.0,2019,0,0,3200.0,93400.0
19152.941176470587,40000.0,2007,0,0,40000.0,72752.5
37500.0,35000.0,2015,0,0,28000.0,63331.0
107600.0,100000.0,2011,0,1,3500.0,99399.0
29300.0,30000.0,2013,0,0,24000.0,51600.0
81750.0,95000.0,2018,0,0,1800.0,72752.5
21250.0,25000.0,2012,0,0,76000.0,58438.0
29136.363636363636,26500.0,2010,0,0,52500.0,72752.5
12333.333333333334,12000.0,2008,0,0,17500.0,72752.5
38914.634146341465,20000.0,2006,0,0,41000.0,72752.5
133000.0,133000.0,2018,0,0,2845.0,99399.0
40700.0,14900.0,2007,0,0,50000.0,85011.0
37000.0,48000.0,2018,0,0,7110.0,56147.0
44285.71428571428,40000.0,2014,0,0,27785.0,79432.0
41500.0,45000.0,2010,0,0,75000.0,71681.0
33399.933333333334,25000.0,2010,0,0,20000.0,72752.5
40466.6,25000.0,2011,0,0,20000.0,54605.0
24829.956521739132,10000.0,2009,0,0,60000.0,50267.0
22000.0,22000.0,2009,0,2,20000.0,44493.0
40466.6,45000.0,2015,0,0,18000.0,54605.0
133000.0,133000.0,2017,0,0,16500.0,72752.5
55000.0,75000.0,2017,0,0,15000.0,52949.0
32923.07692307692,24000.0,2010,0,0,45000.0,64589.0
35416.666666666664,45000.0,2016,0,0,37000.0,78712.0
49000.0,55000.0,2017,0,0,14600.0,54475.0
27187.5,10000.0,2006,0,0,51000.0,57549.0
122111.11111111111,133000.0,2017,0,0,15000.0,72752.5
50142.857142857145,55000.0,2017,0,0,12000.0,74295.0
49000.0,35000.0,2012,0,0,15000.0,75502.0
13000.0,20000.0,1988,0,0,21000.0,72752.5
38914.634146341465,26000.0,2012,0,1,65000.0,72752.5
24829.956521739132,23000.0,2009,0,0,87250.0,50267.0
124000.0,133000.0,2015,0,0,23000.0,99399.0
20766.666666666668,24700.0,2012,0,1,40000.0,72752.5
36000.0,35000.0,2016,0,1,49637.0,54080.0
24783.333333333332,12000.0,2012,0,0,87250.0,72752.5
122111.11111111111,133000.0,2017,0,0,7000.0,72752.5
40466.6,50000.0,2016,0,0,5326.0,54605.0
24829.956521739132,25000.0,2009,0,0,87250.0,50267.0
15000.0,15000.0,1999,1,1,10000.0,72752.5
38750.0,35000.0,2014,0,1,37541.0,72752.5
40333.333333333336,45000.0,2015,0,0,36000.0,83437.0
37000.0,25000.0,2013,0,0,29000.0,56147.0
21400.0,40000.0,2018,0,0,29000.0,72752.5
17000.0,17000.0,2008,0,0,50000.0,72752.5
33666.666666666664,30000.0,2016,0,0,18000.0,67722.0
15000.0,15000.0,2000,0,0,50000.0,72752.5
75000.0,60000.0,2017,0,1,40000.0,72752.5
29900.0,30000.0,2013,0,0,20000.0,72752.5
66666.66666666667,60000.0,2012,0,0,22000.0,99399.0
40466.6,32000.0,2015,0,0,4500.0,54605.0
